TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate
1108,270,231.92,2023-07-10 18:00:56,1,16,271,440,48,0,66,0,12,1,5715.08,2024-11-04 08:11:27
1109,91,295.82,2023-12-14 16:15:28,0,6,86,121,40,1,47,1,46,1,5897.73,2024-11-04 08:07:47
1110,436,302.86,2023-07-03 18:56:03,1,20,3,122,80,2,55,0,275,1,5239.24,2024-11-04 08:12:06
1111,459,81.08,2023-09-19 16:56:35,1,29,191,64,88,0,58,1,56,1,7788.91,2024-11-04 08:07:17
1112,156,775.6,2023-08-21 17:43:17,0,23,602,515,69,1,79,2,158,1,3898.64,2024-11-04 08:08:12
1113,329,178.43,2023-12-26 18:13:56,1,3,155,0,40,1,26,3,136,1,1214.93,2024-11-04 08:07:58
1114,91,211.91,2023-09-18 16:51:04,1,16,467,198,74,2,20,3,181,1,927.47,2024-11-04 08:08:46
1115,225,17.21,2023-12-25 17:18:58,1,29,593,64,3,2,23,3,219,1,914.16,2024-11-04 08:06:59
1116,367,124.22,2023-05-19 17:57:36,1,5,503,85,12,0,23,3,172,1,9695.04,2024-11-04 08:08:04
1117,323,38.37,2023-09-01 16:07:38,1,35,222,99,2,0,63,0,135,1,8647.04,2024-11-04 08:10:04
1118,158,269.79,2023-10-03 16:15:25,1,38,197,543,12,0,52,1,17,1,1292.1,2024-11-04 08:07:59
1119,13,605.42,2023-06-13 16:10:27,1,23,468,370,84,0,21,3,33,1,392.34,2024-11-04 08:09:40
1120,88,11.19,2023-01-02 17:34:13,1,2,367,282,89,0,60,1,40,1,9877.17,2024-11-04 08:12:22
1121,51,29.19,2023-01-25 17:39:15,0,26,290,129,3,1,58,0,41,1,12059.85,2024-11-04 08:11:34
1122,472,701.7,2023-06-30 16:57:37,0,39,36,276,54,2,61,2,64,1,6643.24,2024-11-04 08:09:49
1123,350,862.34,2023-05-25 16:16:02,1,18,135,446,69,1,57,0,72,1,9903.48,2024-11-04 08:12:05
1124,239,410.97,2023-09-25 17:01:56,1,20,298,137,25,0,22,3,45,1,151.42,2024-11-04 08:11:11
1125,101,36.97,2023-08-23 17:22:49,1,41,525,223,86,1,41,1,79,1,2850.92,2024-11-04 08:07:48
1126,51,137.59,2023-01-03 16:27:16,1,26,422,182,64,0,30,0,95,1,10679.67,2024-11-04 08:11:30
1127,149,168.11,2023-05-19 16:44:53,0,27,49,130,14,2,51,0,12,1,10652.13,2024-11-04 08:06:59
1128,487,430.98,2023-10-10 18:14:12,1,3,172,205,57,1,24,3,93,1,569.25,2024-11-04 08:11:00
1129,216,13.87,2023-12-11 18:32:40,1,31,645,408,76,1,24,3,20,1,954.83,2024-11-04 08:07:47
1130,199,642.68,2023-05-25 16:45:31,1,17,618,116,59,0,76,2,66,1,1831.2,2024-11-04 08:10:37
1131,280,302.82,2023-11-03 16:50:20,1,17,281,528,19,0,36,1,175,1,9384.54,2024-11-04 08:07:31
1132,71,406.81,2023-12-05 16:32:49,1,27,72,320,15,2,66,2,84,1,1968.36,2024-11-04 08:08:46
1133,377,256.3,2023-04-05 16:21:59,1,27,97,90,65,2,53,2,172,1,4203.05,2024-11-04 08:06:23
1134,321,80.96,2023-09-27 17:47:10,0,17,175,541,77,2,19,3,97,1,959.94,2024-11-04 08:06:25
1135,151,95.78,2023-03-23 17:09:53,1,1,206,361,60,2,22,3,27,1,271.64,2024-11-04 08:09:16
1136,454,379.54,2023-01-03 17:14:14,0,16,643,25,39,1,41,0,118,1,12571.76,2024-11-04 08:06:23
1137,433,903.19,2023-07-06 17:52:32,1,12,277,221,27,2,22,3,65,1,8627.08,2024-11-04 08:06:37
1138,84,847.45,2023-06-19 16:24:14,1,17,451,148,41,1,28,3,175,1,422.32,2024-11-04 08:09:30
1139,325,295.18,2023-05-09 17:54:39,0,9,124,299,99,1,66,0,31,1,12961.53,2024-11-04 08:07:53
1140,26,18.46,2023-11-20 16:29:14,1,5,131,196,31,1,68,2,213,1,6381.6,2024-11-04 08:10:17
1141,19,603.23,2023-08-24 17:34:13,1,11,232,411,16,1,28,3,48,1,117.98,2024-11-04 08:08:18
1142,228,54.5,2023-11-22 16:59:09,0,30,49,487,81,1,57,2,147,1,1715.22,2024-11-04 08:08:27
1143,242,414.77,2024-01-01 17:37:04,1,37,555,447,13,2,29,0,274,1,5599.81,2024-11-04 08:08:05
1144,134,886.19,2023-08-21 17:32:04,1,7,590,55,80,1,61,2,69,1,7904.24,2024-11-04 08:08:29
1145,317,440.03,2023-11-29 16:11:50,1,38,548,452,98,2,49,1,88,1,1490.44,2024-11-04 08:10:19
1146,455,35.46,2023-03-23 16:16:29,1,26,237,276,4,0,56,2,285,1,1532.72,2024-11-04 08:07:26
1147,77,76.39,2023-01-13 17:19:33,1,10,487,101,18,1,18,3,219,1,5976.0,2024-11-04 08:10:09
1148,173,595.91,2023-08-10 18:39:04,0,35,62,300,84,0,19,3,162,1,1673.76,2024-11-04 08:10:21
1149,411,6.03,2023-08-09 18:42:25,1,6,345,555,34,1,76,2,70,1,3290.72,2024-11-04 08:09:27
1150,255,249.34,2023-08-15 17:21:47,1,5,478,149,87,0,26,1,197,1,3030.97,2024-11-04 08:07:57
1151,465,421.52,2023-08-15 17:35:08,1,38,34,227,63,1,20,3,67,1,369.86,2024-11-04 08:10:21
1152,227,189.77,2023-02-27 16:08:40,1,33,281,58,10,1,58,1,24,1,6570.36,2024-11-04 08:11:28
1153,181,73.19,2023-10-18 16:20:15,1,1,66,149,24,1,76,2,213,1,2264.98,2024-11-04 08:10:26
1154,469,188.13,2023-06-02 18:12:29,0,17,154,223,90,2,75,2,198,1,5029.87,2024-11-04 08:10:08
1155,324,30.52,2023-05-19 17:19:00,1,17,506,16,4,1,62,0,122,1,12327.74,2024-11-04 08:07:18
1156,218,170.24,2023-06-05 16:24:12,1,37,148,439,49,1,62,2,133,1,5172.99,2024-11-04 08:08:04
1157,294,56.62,2023-02-27 17:59:36,1,2,457,442,68,1,54,0,121,1,8981.1,2024-11-04 08:08:45
1158,261,53.14,2023-04-21 17:19:56,1,19,414,54,61,0,34,0,70,1,7915.0,2024-11-04 08:07:15
1159,292,587.23,2023-07-31 17:54:28,1,29,9,453,6,2,27,3,144,1,500.84,2024-11-04 08:09:21
1160,367,146.15,2023-01-06 17:52:11,1,31,615,483,97,1,43,0,75,1,13784.4,2024-11-04 08:06:59
1161,482,21.27,2023-07-24 17:01:19,0,16,369,287,69,2,62,2,114,1,7392.79,2024-11-04 08:09:54
1162,403,76.02,2023-07-12 16:58:17,0,0,619,234,86,2,34,0,189,1,14765.41,2024-11-04 08:11:51
1163,354,155.51,2023-08-21 18:51:06,1,33,7,293,80,0,68,0,15,1,5360.19,2024-11-04 08:08:23
1164,416,135.15,2023-03-20 17:13:09,1,7,614,521,99,2,72,2,50,1,5878.14,2024-11-04 08:10:37
1165,222,39.48,2023-05-26 16:47:51,1,29,418,150,16,0,56,2,38,1,5889.51,2024-11-04 08:11:50
1166,256,451.68,2023-04-18 18:55:32,1,15,111,329,71,2,33,1,15,1,4381.54,2024-11-04 08:09:51
1167,462,19.11,2023-09-18 16:31:03,0,7,526,140,6,2,49,1,160,1,8478.46,2024-11-04 08:11:45
1168,136,355.0,2023-08-29 16:50:17,0,13,51,52,52,2,26,3,33,1,185.47,2024-11-04 08:10:34
1169,12,427.69,2023-03-28 16:02:03,1,33,334,368,87,0,43,1,236,1,2443.54,2024-11-04 08:11:53
1170,270,254.86,2023-01-26 17:21:46,1,4,286,475,12,1,23,3,102,1,699.9,2024-11-04 08:11:39
1171,123,19.48,2023-07-10 16:01:03,1,9,649,169,1,0,27,1,114,1,4739.59,2024-11-04 08:08:46
1172,197,190.17,2023-06-09 17:41:13,1,3,450,138,42,0,49,0,265,1,12893.85,2024-11-04 08:08:48
1173,210,91.38,2023-04-03 16:41:47,1,17,586,188,12,0,65,2,179,1,2402.58,2024-11-04 08:06:39
1174,33,206.63,2023-12-07 16:11:01,0,28,233,53,22,2,59,2,128,1,7626.53,2024-11-04 08:10:42
1175,68,93.22,2023-04-07 17:11:35,1,5,138,511,29,2,52,2,52,1,1014.63,2024-11-04 08:09:41
1176,270,547.98,2023-10-24 17:04:59,1,28,212,527,69,0,28,3,171,1,1358.54,2024-11-04 08:09:19
1177,58,641.06,2023-12-11 16:09:08,1,7,56,55,98,0,23,3,25,1,1602.13,2024-11-04 08:07:21
1178,366,836.45,2023-02-27 16:02:00,1,41,94,158,42,2,61,2,63,1,1731.89,2024-11-04 08:12:12
1179,459,189.45,2023-03-21 17:12:03,0,4,82,495,7,1,53,0,62,1,12578.75,2024-11-04 08:09:31
1180,390,91.84,2023-07-05 17:21:56,0,23,282,377,22,1,67,2,80,1,1712.41,2024-11-04 08:08:32
1181,81,609.52,2023-07-28 16:03:27,1,42,647,76,75,0,78,2,169,1,3485.03,2024-11-04 08:08:19
1182,473,859.3,2023-08-01 17:18:04,0,7,66,523,65,1,78,2,68,1,1146.78,2024-11-04 08:06:56
1183,89,100.01,2023-06-29 16:06:51,1,30,479,543,60,0,50,0,63,1,6393.12,2024-11-04 08:09:27
1184,23,28.78,2023-08-07 16:08:04,0,40,40,244,95,2,40,0,51,1,680.55,2024-11-04 08:11:39
1185,360,111.08,2023-05-15 17:46:13,1,6,473,224,63,2,70,0,83,1,7037.34,2024-11-04 08:10:59
1186,30,52.23,2023-09-11 18:08:19,0,37,86,152,15,1,28,3,96,1,105.01,2024-11-04 08:08:11
1187,134,78.62,2023-07-31 16:46:29,1,28,501,536,83,1,32,0,52,1,1360.85,2024-11-04 08:08:12
1188,0,47.79,2023-09-15 17:00:20,1,10,624,474,33,1,25,3,37,1,1649.92,2024-11-04 08:11:55
1189,184,333.97,2023-03-22 16:18:37,1,14,294,587,10,1,52,0,45,1,5237.36,2024-11-04 08:11:48
1190,446,30.87,2023-07-12 16:50:42,1,14,14,399,24,0,33,0,295,1,14348.65,2024-11-04 08:10:43
1191,34,710.43,2023-03-08 17:07:21,1,36,381,256,6,2,67,2,115,1,5625.55,2024-11-04 08:08:42
1192,123,220.23,2023-09-18 18:35:23,1,25,638,260,58,0,41,1,48,1,3438.02,2024-11-04 08:06:33
1193,397,27.28,2023-12-25 16:30:45,1,1,81,271,69,0,29,0,96,1,10668.24,2024-11-04 08:09:42
1194,259,101.52,2023-08-09 16:22:25,1,40,1,493,85,0,49,1,98,1,2018.9,2024-11-04 08:08:38
1195,121,162.65,2023-05-11 17:15:10,1,27,165,42,87,0,59,1,147,1,9500.95,2024-11-04 08:11:20
1196,293,10.52,2023-07-19 17:38:50,1,18,135,1,18,0,55,2,30,1,2472.99,2024-11-04 08:11:06
1197,230,270.72,2023-03-27 17:25:32,1,20,147,126,26,1,38,0,37,1,6522.47,2024-11-04 08:12:10
1198,254,202.34,2023-01-10 16:32:06,1,27,22,127,48,2,20,3,134,1,1223.45,2024-11-04 08:11:25
1199,324,247.58,2023-05-29 18:40:32,1,35,110,392,67,0,39,1,152,1,778.74,2024-11-04 08:07:18
1200,476,686.17,2023-10-03 17:27:25,1,10,101,294,29,0,61,2,96,1,2246.15,2024-11-04 08:07:37
1201,19,359.65,2023-01-12 17:58:56,0,17,131,437,84,2,25,3,289,1,219.53,2024-11-04 08:09:04
1202,447,109.91,2023-05-01 16:23:22,1,39,497,218,73,1,38,0,90,1,12896.06,2024-11-04 08:10:57
1203,361,215.72,2023-10-11 18:04:39,0,8,657,572,31,1,30,1,137,1,8697.11,2024-11-04 08:11:54
1204,165,490.76,2023-01-19 16:28:08,1,8,188,208,47,2,66,2,156,1,6414.11,2024-11-04 08:09:44
1205,108,224.28,2023-02-15 16:50:13,1,6,304,257,67,2,64,2,68,1,5767.51,2024-11-04 08:10:52
1206,76,614.03,2023-05-08 16:37:14,1,9,668,473,85,0,68,2,51,1,2815.86,2024-11-04 08:08:12
1207,209,608.79,2023-11-03 18:37:18,1,13,382,166,14,2,55,1,157,1,2991.17,2024-11-04 08:12:18
1208,49,186.55,2023-06-21 16:49:10,1,30,48,483,2,1,48,1,288,1,224.65,2024-11-04 08:07:18
1209,245,840.16,2023-03-20 16:35:53,0,7,667,364,13,1,20,3,68,1,1236.76,2024-11-04 08:12:12
1210,299,203.34,2023-12-20 17:13:50,1,31,56,507,60,0,60,0,66,1,13586.99,2024-11-04 08:09:43
1211,6,90.88,2023-11-20 17:08:33,1,7,84,223,70,0,26,1,284,1,7117.35,2024-11-04 08:10:50
1212,16,60.11,2023-11-27 17:39:39,0,0,611,530,66,1,61,2,122,1,7235.87,2024-11-04 08:08:09
1213,156,393.92,2023-05-16 16:57:35,1,22,484,114,60,1,72,2,47,1,7318.64,2024-11-04 08:12:07
1214,108,19.39,2023-11-17 16:39:20,1,7,284,305,61,0,43,0,45,1,9847.6,2024-11-04 08:11:24
1215,172,557.41,2023-04-14 16:52:23,0,42,176,278,86,2,80,2,49,1,2968.75,2024-11-04 08:09:54
1216,77,57.07,2023-08-25 16:30:02,0,4,244,56,26,2,31,0,99,1,9323.71,2024-11-04 08:11:35
1217,397,395.27,2023-08-07 16:38:52,0,24,44,147,84,2,18,3,167,1,1764.08,2024-11-04 08:08:21
1218,224,289.05,2023-06-09 17:58:00,1,27,473,221,87,0,75,2,116,1,5683.49,2024-11-04 08:11:58
1219,338,46.11,2023-03-27 17:07:20,1,37,180,84,47,2,33,0,233,1,5225.73,2024-11-04 08:10:44
1220,460,335.5,2023-08-14 16:01:02,1,34,313,23,2,0,63,2,47,1,6445.4,2024-11-04 08:12:23
1221,201,388.07,2023-09-05 17:34:08,1,39,405,430,66,2,24,3,68,1,289.71,2024-11-04 08:10:37
1222,29,520.86,2023-03-20 16:29:02,0,34,298,229,16,2,51,1,66,1,9200.74,2024-11-04 08:08:47
1223,449,787.41,2023-06-19 16:22:28,1,22,338,146,80,2,25,3,39,1,300.87,2024-11-04 08:06:44
1224,92,31.7,2023-06-01 16:56:33,0,33,573,44,73,0,48,0,121,1,743.9,2024-11-04 08:08:02
1225,182,22.3,2023-05-01 16:57:17,1,30,34,90,29,0,21,3,90,1,1200.35,2024-11-04 08:12:18
1226,345,203.12,2023-01-18 16:59:48,1,38,3,522,77,0,56,2,181,1,1562.39,2024-11-04 08:09:15
1227,330,315.94,2023-02-27 17:06:57,0,33,600,531,23,1,49,0,172,1,7719.71,2024-11-04 08:12:09
1228,95,0.26,2023-11-23 16:14:48,1,28,233,484,89,2,20,3,173,1,1833.67,2024-11-04 08:07:45
1229,441,210.77,2023-05-31 16:50:20,1,23,8,122,93,0,71,2,161,1,5396.65,2024-11-04 08:11:21
1230,275,406.65,2023-11-08 18:32:44,1,23,12,135,61,0,57,0,107,1,12995.7,2024-11-04 08:11:01
1231,22,422.9,2023-02-27 16:15:53,1,40,231,233,26,0,40,1,111,1,7616.43,2024-11-04 08:10:52
1232,75,20.62,2023-06-21 17:10:18,0,30,602,242,13,0,35,0,225,1,12500.8,2024-11-04 08:08:49
1233,111,174.39,2023-01-09 16:08:52,1,37,77,586,14,0,19,3,36,1,1127.08,2024-11-04 08:11:01
1234,385,7.86,2023-10-16 16:47:15,0,34,64,303,52,1,76,2,91,1,3621.98,2024-11-04 08:07:51
1235,134,61.98,2023-01-03 18:18:14,1,10,360,298,37,2,49,1,44,1,5212.28,2024-11-04 08:08:55
1236,201,54.85,2023-09-05 16:05:58,0,37,278,341,70,1,58,2,40,1,2727.45,2024-11-04 08:09:36
1237,300,16.55,2023-09-11 17:05:50,1,40,459,340,8,1,26,1,159,1,6089.79,2024-11-04 08:08:11
1238,333,91.32,2023-11-10 16:43:45,1,25,340,448,55,1,58,1,77,1,2618.1,2024-11-04 08:08:22
1239,263,195.49,2023-06-12 16:34:59,1,22,454,134,15,0,31,0,212,1,11988.12,2024-11-04 08:08:35
1240,357,49.62,2023-12-07 16:19:07,1,32,79,261,54,0,55,1,111,1,3841.42,2024-11-04 08:07:23
1241,311,487.16,2023-01-02 16:01:14,0,20,348,162,76,1,28,3,84,1,321.21,2024-11-04 08:12:22
1242,165,405.6,2023-08-08 17:41:41,1,40,618,405,30,2,37,1,44,1,9754.73,2024-11-04 08:09:24
1243,399,512.95,2023-10-16 17:08:36,1,8,322,480,65,1,57,1,143,1,9584.52,2024-11-04 08:10:05
1244,96,345.94,2023-10-09 17:32:57,1,32,341,79,99,0,31,0,163,1,7624.56,2024-11-04 08:11:40
1245,114,356.56,2023-10-09 17:23:21,1,27,382,163,99,2,47,1,52,1,2485.73,2024-11-04 08:11:57
1246,262,10.31,2023-01-13 16:23:56,1,21,71,518,53,2,36,1,280,1,2137.9,2024-11-04 08:11:14
1247,441,211.69,2023-10-20 16:02:07,1,1,649,299,65,1,30,0,111,1,6412.85,2024-11-04 08:07:50
1248,40,221.49,2023-09-13 18:11:22,0,28,198,519,51,1,23,3,196,1,707.25,2024-11-04 08:11:50
1249,72,278.23,2023-05-04 17:49:33,1,14,510,55,18,2,48,1,83,1,8300.54,2024-11-04 08:09:46
1250,61,116.88,2023-10-04 17:10:02,1,22,23,364,25,0,45,0,263,1,7717.34,2024-11-04 08:10:02
1251,83,328.77,2023-04-03 17:59:23,0,36,131,11,32,2,39,0,247,1,6967.03,2024-11-04 08:09:57
1252,124,77.53,2023-07-25 18:00:25,1,21,502,311,51,1,54,2,55,1,5158.6,2024-11-04 08:07:12
1253,465,421.74,2023-06-20 17:07:05,1,38,326,515,13,2,67,0,103,1,12031.14,2024-11-04 08:10:18
1254,299,313.69,2023-03-10 16:35:33,1,28,206,461,33,1,73,2,152,1,7093.68,2024-11-04 08:10:23
1255,237,411.72,2023-06-20 18:43:51,1,42,102,196,13,1,29,0,153,1,8539.86,2024-11-04 08:11:43
1256,256,508.73,2023-07-14 16:22:54,1,6,304,217,70,1,59,2,89,1,7640.57,2024-11-04 08:09:07
1257,333,153.08,2023-11-27 16:57:08,1,29,612,85,56,0,24,3,201,1,1292.21,2024-11-04 08:09:29
1258,287,23.01,2023-06-09 18:33:04,1,19,350,465,89,1,63,2,166,1,5958.75,2024-11-04 08:09:14
1259,23,69.28,2023-10-30 16:36:24,1,20,363,240,69,2,25,3,129,1,708.74,2024-11-04 08:11:01
1260,435,51.25,2023-08-29 16:16:15,0,2,111,12,43,1,28,3,66,1,1744.4,2024-11-04 08:11:52
1261,406,407.65,2023-08-07 17:17:34,1,10,12,529,94,0,25,3,263,1,273.78,2024-11-04 08:08:37
1262,310,459.25,2023-05-23 16:44:33,1,40,242,378,42,1,25,3,59,1,130.76,2024-11-04 08:11:47
1263,118,301.56,2023-02-09 17:46:49,1,39,13,157,10,1,49,0,118,1,10389.6,2024-11-04 08:10:23
1264,456,17.67,2023-06-27 17:50:21,1,36,399,327,60,2,63,0,91,1,1048.18,2024-11-04 08:10:55
1265,475,5.29,2023-03-13 18:24:20,0,37,119,490,7,2,32,0,132,1,12896.68,2024-11-04 08:11:04
1266,164,401.37,2023-09-18 16:18:19,1,20,387,0,30,1,43,1,251,1,8208.54,2024-11-04 08:11:41
1267,432,145.4,2023-07-06 17:53:38,1,40,68,446,43,2,38,1,24,1,5244.49,2024-11-04 08:09:52
1268,88,556.34,2023-10-19 16:34:22,1,39,361,475,30,2,37,0,46,1,11935.14,2024-11-04 08:07:12
1269,39,34.31,2023-04-28 16:55:28,1,30,340,202,93,0,24,3,251,1,1484.76,2024-11-04 08:11:26
1270,139,780.59,2023-06-28 17:58:48,0,40,434,266,57,2,23,3,145,1,6513.34,2024-11-04 08:07:01
1271,404,282.65,2023-03-08 17:42:36,1,13,601,96,11,0,35,0,161,1,13801.15,2024-11-04 08:08:51
1272,356,305.27,2023-09-27 16:25:38,1,19,632,470,58,2,68,0,147,1,12958.65,2024-11-04 08:09:31
1273,310,185.81,2023-09-20 16:30:06,1,2,671,304,32,2,32,0,116,1,9588.71,2024-11-04 08:10:15
1274,90,66.01,2023-10-06 18:39:39,1,25,305,445,41,2,49,1,179,1,3475.99,2024-11-04 08:07:05
1275,131,447.95,2023-01-11 17:27:56,1,40,425,260,1,1,29,1,75,1,7544.4,2024-11-04 08:09:20
1276,67,279.3,2023-06-22 17:28:02,1,28,649,522,78,0,19,3,48,1,1193.61,2024-11-04 08:07:20
1277,491,26.75,2023-05-08 16:25:03,1,16,517,87,95,2,33,0,27,1,12063.77,2024-11-04 08:07:00
1278,5,611.15,2023-08-11 17:12:30,1,11,43,456,8,0,27,3,121,1,892.83,2024-11-04 08:09:23
1279,102,275.2,2023-08-24 17:13:38,1,27,120,474,57,2,54,1,81,1,1230.12,2024-11-04 08:09:50
1280,306,427.79,2023-02-21 17:42:42,1,38,17,312,15,1,18,3,189,1,1479.67,2024-11-04 08:08:54
1281,142,469.13,2023-12-04 17:53:57,0,35,481,491,8,0,54,0,139,1,1265.28,2024-11-04 08:07:30
1282,155,102.81,2023-12-04 16:23:00,1,39,75,326,73,1,76,2,47,1,3228.87,2024-11-04 08:08:07
1283,168,22.61,2023-12-21 17:56:04,1,39,248,520,98,2,19,3,145,1,1111.67,2024-11-04 08:06:47
1284,368,68.28,2023-06-08 18:54:04,1,4,624,137,99,2,56,1,293,1,3213.16,2024-11-04 08:08:24
1285,216,33.65,2023-09-18 17:18:03,0,27,452,449,66,2,63,0,146,1,12719.93,2024-11-04 08:07:24
1286,399,362.68,2023-01-16 18:02:19,0,24,271,216,13,0,63,2,137,1,2040.77,2024-11-04 08:06:30
1287,73,73.23,2023-06-23 16:41:27,1,37,126,501,89,1,20,3,172,1,1309.85,2024-11-04 08:12:22
1288,134,654.49,2023-11-20 16:31:36,0,2,364,199,59,2,25,3,104,1,164.61,2024-11-04 08:08:39
1289,54,18.56,2023-04-24 17:04:21,0,22,184,425,93,1,49,1,161,1,4230.37,2024-11-04 08:07:40
1290,362,389.05,2023-01-06 17:35:08,1,9,363,508,74,0,27,3,41,1,761.0,2024-11-04 08:11:28
1291,256,7.38,2023-03-15 16:47:45,1,15,10,162,75,2,67,2,105,1,2923.83,2024-11-04 08:10:18
1292,88,109.48,2023-06-26 17:38:22,1,3,120,208,7,2,61,2,93,1,7372.47,2024-11-04 08:07:26
1293,292,66.91,2023-01-30 18:47:17,1,39,489,454,46,0,39,0,85,1,871.1,2024-11-04 08:10:19
1294,142,335.48,2023-03-02 16:06:18,1,28,206,23,39,1,45,1,155,1,3023.16,2024-11-04 08:06:45
1295,204,38.14,2023-12-28 16:51:20,1,0,550,44,25,2,19,3,174,1,1119.21,2024-11-04 08:09:59
1296,176,360.02,2023-02-09 16:29:06,1,9,71,449,3,2,68,2,68,1,6400.59,2024-11-04 08:08:53
1297,172,567.71,2023-02-06 18:39:23,1,22,582,479,85,2,63,0,80,1,13884.24,2024-11-04 08:10:40
1298,380,218.19,2023-05-23 16:29:31,1,2,601,194,77,0,19,3,185,1,620.83,2024-11-04 08:10:27
1299,65,209.99,2023-09-07 17:19:21,1,10,365,77,13,0,19,3,40,1,1938.01,2024-11-04 08:11:39
1300,363,11.02,2023-11-13 16:32:53,1,40,308,309,7,1,19,3,280,1,964.79,2024-11-04 08:06:56
1301,252,83.43,2023-05-30 16:28:48,1,27,602,365,11,2,56,2,109,1,1870.16,2024-11-04 08:11:40
1302,57,344.97,2023-03-20 17:30:52,1,2,256,341,49,2,34,0,106,1,5577.94,2024-11-04 08:09:39
1303,336,172.29,2023-01-30 17:22:39,1,12,456,513,33,0,36,1,283,1,8700.8,2024-11-04 08:08:42
1304,351,195.54,2023-07-17 16:05:23,1,29,142,181,38,2,60,2,255,1,2794.66,2024-11-04 08:09:01
1305,449,101.23,2023-08-04 18:34:01,1,7,671,215,14,2,45,1,87,1,6169.71,2024-11-04 08:06:42
1306,340,180.46,2023-03-13 16:26:30,1,14,439,131,0,0,25,3,34,1,831.75,2024-11-04 08:11:23
1307,116,692.55,2023-03-07 16:51:37,1,5,555,233,57,1,53,2,109,1,2451.56,2024-11-04 08:12:17
1308,270,147.31,2023-06-12 17:10:27,0,23,58,10,4,2,34,0,92,1,13625.52,2024-11-04 08:07:58
1309,27,107.48,2023-02-07 17:38:18,1,20,599,70,57,1,20,3,103,1,1379.39,2024-11-04 08:12:07
1310,88,81.51,2023-08-10 16:10:22,1,42,78,270,58,1,25,3,97,1,865.49,2024-11-04 08:07:15
1311,361,365.48,2023-05-22 17:59:02,0,39,299,430,81,2,76,2,216,1,7147.4,2024-11-04 08:10:38
1312,435,491.1,2023-06-05 16:08:37,0,15,391,223,66,2,35,1,125,1,7833.85,2024-11-04 08:07:32
1313,261,452.8,2023-11-24 16:45:11,1,20,507,333,33,1,80,2,151,1,4840.67,2024-11-04 08:07:34
1314,70,645.04,2023-12-22 17:08:55,1,22,495,5,13,1,70,2,78,1,7361.47,2024-11-04 08:07:29
1315,240,169.28,2023-03-27 18:08:06,1,30,221,349,56,1,45,0,114,1,5128.44,2024-11-04 08:11:54
1316,117,88.42,2023-10-18 16:28:19,1,12,426,406,95,0,62,0,91,1,12381.45,2024-11-04 08:09:15
1317,59,155.53,2023-03-24 17:04:32,1,3,487,522,40,0,29,1,66,1,4008.05,2024-11-04 08:08:36
1318,249,39.24,2023-11-14 18:33:32,1,9,160,341,94,0,77,2,106,1,6462.41,2024-11-04 08:11:18
1319,263,78.77,2023-05-08 18:36:59,0,19,291,494,84,0,48,1,50,1,6470.57,2024-11-04 08:06:41
1320,454,26.5,2023-02-08 16:42:59,1,16,171,563,62,2,48,1,179,1,4854.83,2024-11-04 08:07:24
1321,252,83.62,2023-06-22 17:18:09,1,33,533,307,68,0,48,0,146,1,12652.22,2024-11-04 08:12:06
1322,392,142.78,2023-05-09 16:40:52,1,36,479,535,20,1,68,0,150,1,11705.88,2024-11-04 08:12:22
1323,160,55.99,2023-11-13 16:16:24,1,12,505,342,36,0,35,0,95,1,932.61,2024-11-04 08:07:20
1324,14,774.48,2023-03-06 16:12:45,1,21,227,520,12,1,61,0,31,1,11613.58,2024-11-04 08:08:33
1325,456,105.37,2023-05-11 18:31:20,1,34,314,191,42,0,25,3,160,1,1068.55,2024-11-04 08:09:44
1326,215,118.83,2023-06-26 16:10:25,1,41,309,264,38,2,28,3,295,1,1616.3,2024-11-04 08:08:28
1327,214,46.22,2023-11-13 16:41:09,1,38,613,449,48,1,23,3,217,1,471.28,2024-11-04 08:08:59
1328,454,659.71,2023-05-05 16:10:24,0,38,93,147,51,1,21,3,148,1,106.86,2024-11-04 08:09:32
1329,66,377.97,2023-11-17 16:50:08,1,24,190,107,27,2,72,2,160,1,2457.1,2024-11-04 08:11:04
1330,211,114.1,2023-05-22 17:45:02,1,4,266,498,23,1,69,2,148,1,5882.12,2024-11-04 08:11:19
1331,261,11.3,2023-12-01 16:33:43,0,21,508,5,43,2,55,2,41,1,1938.99,2024-11-04 08:09:25
1332,190,95.5,2023-05-22 16:24:02,1,29,349,226,30,2,57,2,17,1,4079.09,2024-11-04 08:08:19
1333,130,130.93,2023-02-08 16:52:09,0,15,400,275,60,1,28,1,149,1,860.12,2024-11-04 08:11:18
1334,236,272.97,2023-04-17 18:42:04,1,4,613,501,32,2,68,2,174,1,7811.31,2024-11-04 08:10:58
1335,14,73.35,2023-03-13 16:33:49,1,37,327,563,92,1,24,3,47,1,1181.84,2024-11-04 08:09:57
1336,346,29.94,2023-10-13 16:22:08,1,37,258,385,62,0,58,0,243,1,10915.54,2024-11-04 08:12:01
1337,171,50.52,2023-10-16 16:29:39,1,4,361,148,28,2,20,3,140,1,1121.19,2024-11-04 08:09:12
1338,23,820.46,2023-04-03 16:22:48,0,13,181,560,40,2,53,1,243,1,5621.86,2024-11-04 08:10:23
1339,245,153.07,2023-04-03 18:37:57,1,11,483,568,33,0,56,1,116,1,8873.43,2024-11-04 08:12:06
